0,1059059264
1,1059022464
2,1062120800
3,1053798848
4,1053633344
5,1052015232
6,1052186816
7,1064072960
8,1070275744
9,1072454656
10,1073637600
11,1070168480
12,1070229760
13,1071072544
14,1070646560
15,1067511456
16,1073254528
17,1056987584
18,1060058304
19,1063674560
20,1064937184
21,1070275744
22,1052254272
23,1060496544
24,1067520640
25,1048852544
26,1057539200
27,1052499456
28,1067833248
29,1062451776
30,1066864832
31,1062169824
32,1060971584
33,1067011904
34,1069359424
35,1069212320
36,1068798592
37,1065733984
38,1060518016
39,1064072960
40,1063932000
41,1071667072
42,1054528192
43,1064937184
44,1069359424
45,1069785376
46,1070294112
47,1069852800
48,1067634048
49,1069601504
50,1071400448
51,1068424704
52,1071924480
53,1071795776
54,1071835616
55,1072371936
56,1072944992
57,1071706912
58,1073472128
59,1052744576
60,1051310336
61,1068348096
62,1065482688
63,1066607392
64,1066285600
65,1060803008
66,1059969440
67,1053449472
68,1064269088
69,1068556480
70,1073741792
71,1054975616
72,1056987584
73,1058308416
74,1060058304
75,1060282048
76,1059059264
77,1060901088
78,1059022464
79,1058611808
80,1057805824
81,1061817408
82,1062120800
83,1063932000
84,1051604544
85,1053473984
86,1052107136
87,1053026560
88,1055245312
89,1060708000
90,1052499456
91,1070300256
92,1068862944
93,1071725280
94,1069757824
95,1073131936
96,1072111424
97,1072304512
98,1071375936
99,1071559808
100,1070508640
101,1070367680
102,1073291296
103,1073741792
104,1072310624
105,1070514784
106,1071884640
107,1071470912
108,1073297440
109,1070505568
110,1044721472
111,1063407936
112,1073741792
113,1052818176
114,1067511456
115,1062445632
116,1054712064
117,1067511456
118,1068798592
119,1066956768
120,1060282048
121,1073254528
122,1069212320
123,1066717728
124,1055766336
125,1056336320
126,1048699328
127,1051812992
128,1071667072
129,1060496544
130,1059065376
131,1058541344
132,1045928896
133,1072316768
134,1070962208
135,1072056256
136,1070643488
137,1073079840
138,1069662816
139,1069727168
140,1069006976
141,1046817664
142,1069242944
143,1069359424
144,1049722880
145,1049422592
146,1050323584
147,1071667072
148,1072240160
149,1073637600
150,1073741792
151,1070934624
152,1073423072
153,1046002432
154,1047093440
155,1067011904
156,1071250272
157,1073254528
158,1067520640
159,1060481216
160,1062126944
161,1067716768
162,1073085984
163,1070992864
164,1072350464
165,1067373536
166,1070643488
167,1073174848
168,1054687552
169,1051359424
170,1052579136
171,1052775232
172,1064072960
173,1063830848
174,1060839776
175,1061489504
176,1061633536
177,1061419008
178,1062025792
179,1062451776
180,1070505568
181,1070989792
182,1068026304
183,1070514784
184,1072126752
185,1073297440
186,1071884640
187,1071823360
188,1073741792
189,1073606976
190,1073269856
191,1070618976
192,1070159264
193,1070300256
194,1069472800
195,1069767008
196,1069540224
197,1070036704
198,1070263456
199,1069757824
200,1070523968
201,1070805920
202,1070934624
203,1070704768
204,1069717984
205,1069812960
206,1069785376
207,1069739424
208,1069120384
209,1068915040
210,1070294112
211,1069147968
212,1066426592
213,1066441888
214,1065957696
215,1066395936
216,1071575136
217,1071667072
218,1069852800
219,1069935552
220,1067042560
221,1067535968
222,1067634048
223,1067557408
224,1066104800
225,1066619648
226,1066607392
227,1066150752
228,1071832544
229,1072371936
230,1072237088
231,1071651744
232,1071700768
233,1072512896
234,1073291296
235,1073423072
236,1072197248
237,1072157408
238,1071124640
239,1071725280
240,1073131936
241,1071510752
242,1072188032
243,1072304512
244,1071743680
245,1071948992
246,1073551808
247,1073637600
248,1072944992
249,1072853056
250,1071234944
251,1071835616
252,1066193664
253,0
254,0
255,0
256,0
257,1054528192
258,1054099136
259,1054442368
260,1071544480
261,1072246272
262,1067278528
263,1067100800
264,1073147264
265,1073254528
266,1073174848
267,1072552736
268,1071130752
269,1071250272
270,1070934624
271,1070643488
272,1072350464
273,1067404192
274,1072007232
275,1071421888
276,1072316768
277,1072056256
278,1069500384
279,1071988832
280,1070269600
281,1070962208
282,1070861056
283,1070775264
284,1072739680
285,1072957280
286,1071133824
287,1071130752
288,1072178848
289,1071106240
290,1071670112
291,1072365792
292,1070079584
293,1070186848
294,1070425888
295,1069246016
296,1070361536
297,1071400448
298,1071568992
299,1071244160
300,1070364608
301,1070655744
302,1070732352
303,1071152224
304,1069432960
305,1069681184
306,1070591392
307,1070683328
308,1048288640
309,1050010944
310,1073637600
311,1067011904
312,1066567552
313,1050942592
314,1051690368
315,1063932000
316,1058611808
317,1060901088
318,1058308416
319,1057805824
320,1061817408
321,1050862912
322,1044874688
323,1036506752
324,1041295232
325,1052603648
326,1040706816
327,1042968512
328,1051721024
329,1050611648
330,1049820992
331,1042551680
332,1044090112
333,1066585952
334,1067520640
335,1064992352
336,1065366208
337,1064330368
338,1064630720
339,1060245248
340,1062568224
341,1060496544
342,1060481216
343,1058771168
344,1055962432
345,1060070560
346,1059522016
347,1060337184
348,1058568928
349,1058685376
350,1057919232
351,1058611808
352,1061716256
353,1063239392
354,1063407936
355,1062816480
356,1062224992
357,1062166784
358,1037793920
359,1040817152
360,1060337184
361,1067511456
362,1068737280
363,1063597952
364,1066806592
365,1064793152
366,1044500800
367,1053854016
368,1073637600
369,1043434304
370,1073637600
371,1073591648
372,1060496544
373,1059286048
374,1068657600
